Event_Title,Location,Capacity,Date,Catering,Entertainment,Price
Meetup,Delhi,3216,2024-11-13,No,No,242621.73
Birthday,Ahmedabad,386,2025-04-18,Yes,Yes,71139.87
Corporate,Ahmedabad,1209,2025-03-17,Yes,No,123871.91
Birthday,Bhubaneswar,2004,2024-05-01,No,Yes,143942.37
Marriage,Kolkata,4345,2025-10-17,Yes,Yes,340645.92
Meetup,Bhubaneswar,1281,2025-09-21,Yes,No,102160.4
Meetup,Delhi,3733,2025-05-26,Yes,No,292883.43
Meetup,Pune,2064,2024-12-18,Yes,Yes,172578.79
Corporate,Kolkata,3654,2025-08-13,No,No,260247.07
Meetup,Cuttack,3118,2025-02-28,No,Yes,184680.56
Meetup,Kolkata,2900,2024-08-29,Yes,Yes,217606.73
Corporate,Cuttack,2779,2024-05-16,Yes,No,196716.48
Corporate,Delhi,3497,2024-08-02,No,Yes,298455.32
Marriage,Bhubaneswar,1416,2025-05-08,No,Yes,140925.71
Meetup,Ahmedabad,2353,2025-02-20,Yes,Yes,174125.03
Corporate,Mumbai,1294,2024-10-25,No,Yes,150903.5
Corporate,Kolkata,3514,2024-06-02,Yes,No,268553.59
Meetup,Hyderabad,3943,2025-08-14,No,No,273476.2
Meetup,Hyderabad,2753,2024-07-28,No,Yes,208497.61
Birthday,Bhubaneswar,2611,2024-04-11,No,No,165665.78
Corporate,Chennai,2814,2025-02-21,Yes,Yes,237725.34
Corporate,Pune,2343,2024-02-28,No,No,188250.49
Birthday,Bhubaneswar,2584,2025-09-02,Yes,Yes,191892.04
Birthday,Cuttack,4823,2024-11-03,No,No,262463.23
Meetup,Cuttack,3198,2025-06-19,No,Yes,189549.02
Birthday,Ahmedabad,2641,2024-12-14,Yes,No,181474.14
Corporate,Kolkata,3610,2025-02-12,Yes,Yes,284982.2
Meetup,Pune,3383,2025-12-09,No,Yes,239624.04
Birthday,Delhi,2540,2024-03-06,No,Yes,212581.77
Birthday,Pune,883,2024-10-09,No,Yes,89996.33
Meetup,Chennai,548,2025-09-14,Yes,No,65614.13
Marriage,Cuttack,1279,2025-06-12,Yes,No,130193.02
Meetup,Cuttack,2849,2025-08-23,Yes,Yes,186566.1
Corporate,Delhi,2164,2025-05-03,No,No,192528.58
Birthday,Mumbai,3423,2024-10-28,No,Yes,290308.48
Birthday,Kolkata,2233,2024-03-17,Yes,No,170935.72
Marriage,Ahmedabad,3682,2025-12-28,No,Yes,265835.02
Corporate,Chennai,4973,2025-12-21,Yes,No,355646.98
Corporate,Hyderabad,4030,2024-08-01,Yes,No,318044.18
Birthday,Mumbai,3381,2025-10-14,No,Yes,288124.17
Corporate,Ahmedabad,2314,2025-04-26,No,Yes,181781.3
Meetup,Chennai,469,2024-01-13,No,No,45801.01
Birthday,Hyderabad,4600,2025-01-24,Yes,Yes,347423.59
Marriage,Pune,4567,2025-05-29,Yes,Yes,364437.13
Marriage,Bhubaneswar,2154,2025-10-30,Yes,Yes,198279.36
Corporate,Bhubaneswar,1107,2025-01-03,No,Yes,114408.84
Marriage,Mumbai,1155,2024-11-14,No,No,138006.5
Marriage,Mumbai,4718,2024-08-24,No,Yes,418434.89
Corporate,Ahmedabad,756,2024-04-22,No,Yes,94869.28
Marriage,Bhubaneswar,4802,2024-03-11,No,Yes,329037.28
Marriage,Pune,2193,2025-12-24,No,No,189929.29
Meetup,Pune,4656,2025-09-27,Yes,Yes,335991.11
Marriage,Bangalore,1245,2025-02-04,No,No,138755.51
Corporate,Mumbai,611,2024-02-27,Yes,No,102238.19
Birthday,Bhubaneswar,4102,2024-01-13,Yes,Yes,275015.29
Meetup,Cuttack,3944,2024-04-15,Yes,Yes,240412.23
Corporate,Pune,1154,2024-01-29,Yes,No,128163.06
Meetup,Bhubaneswar,2110,2024-09-17,Yes,Yes,160457.18
Marriage,Pune,2582,2024-06-27,Yes,Yes,239659.46
Marriage,Bhubaneswar,4852,2024-12-26,Yes,No,333530.93
Meetup,Ahmedabad,984,2025-07-19,Yes,No,86754.06
Meetup,Chennai,3237,2025-09-05,No,No,211126.77
Marriage,Ahmedabad,1172,2024-08-03,Yes,Yes,142715.57
Corporate,Hyderabad,550,2025-03-04,Yes,No,92929.31
Meetup,Mumbai,1193,2024-04-13,No,Yes,119171.5
Marriage,Bangalore,4457,2025-12-17,Yes,No,378815.63
Meetup,Cuttack,4143,2025-05-04,No,No,224762.83
Corporate,Hyderabad,3885,2025-12-24,Yes,No,310432.16
Corporate,Pune,4316,2024-11-06,Yes,Yes,337858.3
Corporate,Delhi,1427,2025-10-18,Yes,Yes,168763.92
Corporate,Mumbai,1022,2025-10-30,No,No,118834.68
Meetup,Kolkata,1739,2025-04-22,Yes,No,136135.29
Meetup,Cuttack,4438,2025-11-21,Yes,Yes,266258.97
Marriage,Kolkata,1290,2025-08-04,Yes,No,145341.85
Marriage,Pune,673,2025-12-21,Yes,No,109899.0
Marriage,Kolkata,4418,2024-08-08,Yes,Yes,344244.79
Meetup,Bangalore,2219,2025-07-25,Yes,Yes,198915.59
Meetup,Mumbai,852,2024-05-29,Yes,Yes,107039.2
Birthday,Pune,1591,2024-06-10,No,No,120995.99
Corporate,Cuttack,1681,2024-05-18,No,No,127037.62
Birthday,Bhubaneswar,1350,2025-03-02,No,No,97023.24
Meetup,Pune,2313,2025-09-22,No,Yes,172780.82
Corporate,Kolkata,4514,2024-11-13,Yes,No,327416.74
Marriage,Hyderabad,230,2025-07-07,No,No,67665.94
Corporate,Bangalore,823,2025-03-01,Yes,Yes,126097.46
Marriage,Kolkata,806,2025-10-22,Yes,Yes,126812.9
Marriage,Pune,824,2025-09-03,Yes,No,118826.04
Marriage,Hyderabad,3898,2025-10-19,Yes,No,321074.05
Meetup,Chennai,4020,2025-07-14,Yes,No,272367.17
Birthday,Cuttack,2842,2024-06-14,No,Yes,175355.53
Marriage,Cuttack,4129,2024-10-12,Yes,Yes,284566.69
Marriage,Cuttack,3965,2024-10-21,No,Yes,262095.15
Corporate,Pune,1083,2025-04-18,No,Yes,120937.38
Meetup,Kolkata,264,2024-11-20,No,Yes,45623.52
Marriage,Chennai,2434,2025-10-30,Yes,No,213232.33
Marriage,Bangalore,867,2024-01-13,No,No,112178.69
Marriage,Kolkata,645,2025-01-01,No,Yes,103204.31
Meetup,Hyderabad,2464,2024-12-15,No,No,176795.31
Birthday,Mumbai,4017,2024-07-05,Yes,Yes,350274.7
Marriage,Bhubaneswar,670,2025-04-30,No,Yes,100466.2
Marriage,Cuttack,2124,2024-11-23,Yes,No,173120.54
Corporate,Ahmedabad,4837,2025-09-24,Yes,Yes,335448.31
Corporate,Hyderabad,3879,2025-05-29,Yes,No,309296.16
Meetup,Chennai,1979,2025-11-29,No,Yes,146825.01
Marriage,Kolkata,3996,2024-12-24,No,Yes,303139.52
Marriage,Pune,1654,2024-08-18,No,No,155477.19
Birthday,Kolkata,467,2024-01-28,No,No,49361.99
Meetup,Cuttack,2644,2025-05-30,No,No,148594.1
Birthday,Pune,3098,2024-04-26,Yes,No,230313.48
Marriage,Bhubaneswar,4281,2025-07-22,Yes,Yes,314677.91
Marriage,Delhi,1004,2024-07-09,Yes,Yes,149655.6
Birthday,Bhubaneswar,2791,2025-12-05,No,Yes,186846.61
Meetup,Kolkata,3024,2024-05-28,No,Yes,209782.94
Birthday,Kolkata,1002,2025-01-25,Yes,No,97623.21
Corporate,Delhi,2806,2025-05-22,No,No,237472.5
Birthday,Cuttack,1170,2024-09-11,Yes,No,95938.24
Birthday,Chennai,2384,2024-04-18,No,No,164422.29
Birthday,Bangalore,1308,2025-10-22,No,Yes,125393.83
Meetup,Mumbai,2299,2025-07-22,No,Yes,200824.24
Marriage,Delhi,841,2024-07-30,Yes,Yes,137511.11
Birthday,Bangalore,3552,2024-10-06,No,No,270744.03
Meetup,Pune,1377,2024-10-14,No,No,102918.23
Corporate,Bangalore,3046,2024-02-15,Yes,No,269487.11
Marriage,Delhi,3516,2024-10-02,Yes,Yes,325637.39
Marriage,Ahmedabad,926,2025-06-02,No,No,103520.2
Corporate,Bangalore,3900,2025-08-23,Yes,No,329619.0
Marriage,Bangalore,2606,2025-06-23,No,Yes,246741.78
Marriage,Kolkata,435,2024-02-17,Yes,No,93030.92
Marriage,Kolkata,2861,2025-08-23,Yes,No,238602.71
Corporate,Mumbai,2486,2025-10-31,No,Yes,239693.48
Marriage,Ahmedabad,3486,2024-01-16,Yes,No,258770.99
Meetup,Cuttack,294,2025-09-26,No,No,31106.15
Corporate,Chennai,2628,2024-04-01,Yes,No,214094.51
Marriage,Bhubaneswar,3657,2024-01-17,No,No,253539.16
Marriage,Chennai,1486,2025-12-03,Yes,No,156355.23
Meetup,Ahmedabad,1923,2025-12-08,No,No,122478.25
Meetup,Delhi,2966,2024-03-14,No,No,225277.78
Birthday,Bhubaneswar,1795,2025-08-08,Yes,Yes,146770.77
Marriage,Ahmedabad,288,2024-09-20,Yes,Yes,94931.74
Birthday,Cuttack,4153,2025-08-24,Yes,No,244501.46
Marriage,Chennai,2568,2024-11-12,Yes,No,220629.73
Marriage,Hyderabad,3619,2024-09-03,No,Yes,299416.26
Corporate,Cuttack,4100,2024-10-17,Yes,No,261130.38
Meetup,Kolkata,162,2024-05-29,No,Yes,37829.17
Birthday,Hyderabad,4336,2025-05-31,No,Yes,315935.3
Birthday,Chennai,3600,2024-08-31,No,No,238884.45
Birthday,Bhubaneswar,4165,2025-04-17,Yes,No,265135.18
Marriage,Cuttack,1979,2025-05-06,Yes,No,165401.76
Marriage,Chennai,4512,2024-01-18,Yes,No,338128.45
Birthday,Bangalore,2261,2025-04-03,Yes,No,194859.91
Birthday,Mumbai,1712,2025-09-24,No,No,150021.09
Meetup,Kolkata,1981,2024-05-29,No,Yes,148406.74
Marriage,Kolkata,4823,2024-07-31,No,No,341163.99
Marriage,Cuttack,282,2024-09-17,Yes,No,80440.76
Corporate,Ahmedabad,580,2024-11-25,Yes,No,88145.45
Meetup,Chennai,3588,2024-03-11,Yes,No,247752.02
Corporate,Cuttack,2598,2025-04-12,No,Yes,184338.0
Marriage,Bangalore,1820,2025-11-10,No,Yes,192005.3
Birthday,Hyderabad,986,2025-11-07,No,No,86559.39
Marriage,Ahmedabad,1572,2024-01-25,Yes,Yes,166132.58
Meetup,Mumbai,3825,2024-03-05,Yes,Yes,330392.18
Marriage,Pune,2595,2024-03-10,No,Yes,226138.81
Corporate,Chennai,1182,2025-11-16,No,No,113374.63
Birthday,Hyderabad,4031,2025-11-18,Yes,Yes,311757.28
Birthday,Chennai,1931,2025-07-01,No,No,138626.93
Meetup,Cuttack,3910,2025-01-24,No,No,212514.66
Corporate,Cuttack,1938,2025-01-16,No,No,139224.21
Marriage,Kolkata,448,2024-03-30,No,No,77935.99
Meetup,Delhi,481,2025-04-19,Yes,No,65894.23
Birthday,Bangalore,4950,2025-10-11,No,No,367526.42
Marriage,Chennai,4624,2024-06-07,No,Yes,341611.02
Birthday,Cuttack,3608,2024-12-03,Yes,No,218178.45
Marriage,Bangalore,2846,2024-11-28,No,No,251840.51
Meetup,Cuttack,4967,2025-06-03,No,No,265928.3
Birthday,Chennai,2983,2024-12-05,Yes,No,216338.13
Marriage,Kolkata,4074,2025-10-06,Yes,Yes,323197.64
Corporate,Pune,4339,2024-04-20,No,Yes,324325.07
Marriage,Bangalore,1684,2025-10-05,No,No,170678.53
Meetup,Bhubaneswar,696,2024-09-03,No,Yes,68131.09
Meetup,Bhubaneswar,4484,2024-01-03,Yes,Yes,290524.11
Corporate,Cuttack,2743,2024-01-15,Yes,No,193520.27
Birthday,Pune,2897,2024-04-28,No,Yes,214309.21
Meetup,Mumbai,247,2024-05-18,No,No,35329.66
Marriage,Chennai,2705,2024-07-18,Yes,No,229250.85
Marriage,Cuttack,1155,2025-06-15,No,No,110565.07
Meetup,Cuttack,2255,2025-08-15,No,No,130042.16
Corporate,Mumbai,897,2025-03-04,No,Yes,120596.52
Corporate,Cuttack,2131,2025-10-31,No,No,149015.09
Corporate,Bhubaneswar,108,2025-11-29,No,Yes,60431.45
Marriage,Chennai,3228,2024-06-16,No,No,246369.2
Marriage,Ahmedabad,4021,2024-02-19,No,Yes,284836.98
Birthday,Ahmedabad,429,2025-04-14,No,No,45993.53
Corporate,Mumbai,2813,2024-06-09,No,No,253433.92
Meetup,Mumbai,2295,2024-11-15,No,Yes,201612.34
Marriage,Ahmedabad,3814,2024-08-13,No,No,261707.56
Meetup,Pune,3382,2024-09-22,Yes,No,243619.69
Meetup,Mumbai,1548,2025-12-15,Yes,Yes,159266.9
Birthday,Kolkata,830,2024-07-25,No,Yes,83079.9
Birthday,Pune,2110,2024-07-28,Yes,No,168018.38
Marriage,Delhi,4848,2025-03-18,No,Yes,402851.31
Corporate,Ahmedabad,4167,2024-06-23,No,No,270406.15
Meetup,Ahmedabad,2759,2024-01-10,No,No,168839.93
Meetup,Chennai,4757,2024-08-27,Yes,Yes,329817.65
Meetup,Delhi,3206,2024-07-09,Yes,Yes,268501.34
Meetup,Cuttack,3908,2024-05-29,Yes,No,228004.21
Birthday,Chennai,2217,2025-01-13,Yes,No,170815.67
Birthday,Chennai,3841,2025-04-14,Yes,Yes,278653.94
Meetup,Delhi,3621,2024-09-22,No,Yes,282113.04
Meetup,Mumbai,4381,2024-09-30,Yes,Yes,373356.24
Corporate,Kolkata,202,2025-12-08,Yes,No,69379.24
Corporate,Kolkata,3896,2025-06-18,Yes,Yes,302218.34
Corporate,Ahmedabad,1256,2024-10-01,No,Yes,123318.44
Birthday,Hyderabad,2174,2024-10-11,No,No,164305.78
Birthday,Delhi,4552,2024-05-13,Yes,No,356342.03
Corporate,Hyderabad,4191,2025-12-12,No,No,314907.28
Meetup,Chennai,2859,2025-12-20,Yes,Yes,214606.97
Birthday,Pune,3834,2025-09-28,No,Yes,273424.65
Meetup,Bhubaneswar,912,2024-11-29,No,Yes,79789.29
Meetup,Chennai,2691,2024-12-14,Yes,Yes,204526.45
Marriage,Chennai,4581,2024-01-03,No,No,325925.35
Marriage,Chennai,1505,2024-12-03,Yes,Yes,168724.94
Birthday,Pune,3279,2024-02-15,Yes,No,241861.82
Marriage,Bangalore,4870,2025-10-27,Yes,Yes,420519.9
Corporate,Delhi,4458,2025-08-12,Yes,Yes,380754.59
Birthday,Kolkata,4812,2024-09-28,Yes,Yes,337550.85
Birthday,Cuttack,3386,2024-08-10,Yes,No,206224.19
Corporate,Bangalore,2350,2024-12-07,Yes,Yes,232624.36
Marriage,Pune,1841,2025-12-24,No,Yes,179884.79
Marriage,Pune,914,2025-08-01,Yes,Yes,135645.82
Corporate,Kolkata,4004,2025-09-06,No,Yes,294714.69
Corporate,Pune,3333,2024-09-30,No,Yes,261554.83
Meetup,Ahmedabad,2223,2024-02-12,Yes,Yes,165914.2
Corporate,Delhi,202,2025-03-25,Yes,No,71737.96
Corporate,Bhubaneswar,4273,2025-03-10,No,No,276502.7
Meetup,Mumbai,4775,2024-11-14,No,Yes,386374.97
Marriage,Ahmedabad,4821,2024-04-14,No,No,317795.83
Birthday,Cuttack,2918,2024-02-17,Yes,Yes,194385.68
Birthday,Chennai,3705,2025-09-26,No,Yes,255344.84
Birthday,Pune,2598,2024-09-28,Yes,No,198774.97
Marriage,Hyderabad,4930,2024-07-30,Yes,No,387550.89
Birthday,Hyderabad,3496,2024-09-25,No,No,249168.3
Meetup,Cuttack,3496,2025-03-03,No,Yes,203574.85
Marriage,Cuttack,933,2024-02-08,No,Yes,109823.11
Birthday,Cuttack,3645,2025-12-03,No,Yes,216553.6
Marriage,Bhubaneswar,202,2024-09-27,Yes,No,77748.19
Birthday,Chennai,3954,2024-05-01,Yes,No,273712.28
Marriage,Chennai,3420,2024-03-03,Yes,No,272934.11
Meetup,Delhi,741,2025-07-14,No,Yes,80419.19
Meetup,Bhubaneswar,1696,2025-03-29,Yes,No,125321.45
Birthday,Kolkata,2835,2025-11-03,Yes,Yes,219291.34
Corporate,Kolkata,573,2024-03-24,No,No,77227.39
Corporate,Hyderabad,2110,2025-07-02,No,Yes,190602.37
Corporate,Kolkata,2483,2025-03-06,Yes,No,205870.81
Marriage,Mumbai,1328,2024-10-09,Yes,Yes,178805.67
Marriage,Chennai,1985,2025-04-02,No,No,171108.43
Meetup,Mumbai,3376,2024-01-28,No,No,269820.04
Meetup,Ahmedabad,4430,2025-12-31,Yes,Yes,287809.32
Corporate,Ahmedabad,1517,2024-06-22,No,Yes,137632.95
Birthday,Pune,2917,2025-10-12,Yes,No,219046.21
Birthday,Kolkata,4013,2024-10-03,Yes,Yes,289041.72
Birthday,Delhi,2747,2025-01-18,Yes,Yes,241593.49
Corporate,Chennai,2571,2025-01-24,Yes,No,210867.98
Marriage,Bhubaneswar,50,2024-01-19,No,No,55630.57
Corporate,Chennai,224,2025-11-24,No,Yes,66628.49
Corporate,Cuttack,3667,2025-08-30,Yes,Yes,253317.17
Corporate,Cuttack,766,2025-01-09,Yes,Yes,107874.89
Meetup,Ahmedabad,1630,2025-08-01,Yes,Yes,133217.92
Corporate,Delhi,372,2025-06-14,No,No,67861.95
Meetup,Mumbai,961,2024-09-10,Yes,Yes,116292.41
Meetup,Bangalore,3915,2025-01-23,No,No,291252.24
Meetup,Pune,4086,2025-02-15,No,Yes,283708.19
Meetup,Mumbai,852,2025-04-07,No,Yes,93772.77
Birthday,Bhubaneswar,3768,2025-03-02,No,No,229987.89
Corporate,Chennai,3151,2025-09-18,Yes,Yes,257754.77
Birthday,Kolkata,4195,2024-01-01,Yes,Yes,300172.1
Marriage,Kolkata,720,2024-03-12,Yes,Yes,121281.81
Birthday,Mumbai,1986,2025-03-02,Yes,No,186069.8
Corporate,Mumbai,3224,2024-04-08,No,No,284281.93
Meetup,Pune,2033,2025-03-28,Yes,Yes,170356.4
Marriage,Pune,2954,2025-12-29,No,Yes,248416.65
Corporate,Delhi,3274,2024-04-01,No,No,271164.13
Meetup,Ahmedabad,501,2025-07-26,No,Yes,56711.84
Corporate,Chennai,3192,2024-04-24,No,Yes,244557.69
Marriage,Cuttack,1559,2025-11-12,Yes,Yes,156060.86
Marriage,Hyderabad,944,2024-11-17,No,Yes,126152.6
Corporate,Kolkata,1373,2024-11-23,Yes,No,139279.57
Marriage,Delhi,1700,2024-04-02,Yes,No,185269.8
Marriage,Ahmedabad,2418,2024-02-21,Yes,No,199339.85
Meetup,Ahmedabad,207,2025-04-06,No,Yes,40510.73
Meetup,Bangalore,3558,2025-05-30,No,Yes,277303.45
Marriage,Kolkata,3736,2024-08-29,Yes,No,290286.73
Meetup,Bangalore,4368,2024-12-05,No,Yes,334078.21
Birthday,Ahmedabad,1706,2025-08-14,Yes,Yes,143636.54
Meetup,Bhubaneswar,2085,2024-11-25,No,No,131230.03
Meetup,Kolkata,4921,2024-01-12,No,Yes,325057.96
Marriage,Ahmedabad,4928,2025-10-02,Yes,No,338834.91
Corporate,Hyderabad,795,2025-07-23,No,Yes,104765.86
Birthday,Bangalore,1063,2025-05-04,Yes,Yes,123122.28
Marriage,Hyderabad,564,2025-06-27,No,Yes,100166.89
Corporate,Kolkata,360,2025-09-10,Yes,Yes,90504.38
Corporate,Hyderabad,1732,2024-03-10,Yes,No,168874.77
Birthday,Ahmedabad,4198,2025-09-04,Yes,Yes,279361.8
Meetup,Cuttack,1100,2024-01-29,No,Yes,84195.13
Birthday,Hyderabad,61,2024-01-08,Yes,Yes,52759.65
Birthday,Delhi,1215,2025-02-26,No,No,107731.9
Corporate,Delhi,557,2024-06-26,No,Yes,93702.47
Birthday,Cuttack,4719,2025-04-03,No,Yes,270067.25
Corporate,Chennai,1196,2024-08-03,No,No,114284.51
Marriage,Hyderabad,900,2025-04-21,Yes,Yes,137395.19
Marriage,Chennai,4955,2024-01-19,Yes,Yes,376962.19
Birthday,Ahmedabad,3179,2024-12-07,Yes,No,211739.56
Meetup,Hyderabad,670,2024-07-18,Yes,Yes,87982.03
Corporate,Chennai,3965,2025-12-08,No,Yes,291415.55
Meetup,Kolkata,4071,2025-03-14,No,No,260748.22
Marriage,Ahmedabad,2724,2024-09-19,No,Yes,214050.23
Meetup,Ahmedabad,1038,2024-12-14,Yes,Yes,101670.49
Birthday,Hyderabad,2027,2024-10-08,No,No,152895.83
Meetup,Bangalore,171,2025-01-25,Yes,Yes,56259.08
Meetup,Cuttack,365,2024-07-12,Yes,No,49507.74
Meetup,Bhubaneswar,4048,2024-07-11,Yes,No,254444.63
Marriage,Mumbai,4355,2024-08-30,No,Yes,389860.16
Marriage,Cuttack,2197,2025-09-25,Yes,Yes,188343.17
Marriage,Hyderabad,2465,2025-03-25,Yes,Yes,239833.51
Corporate,Hyderabad,1871,2025-05-16,No,No,163464.35
Corporate,Cuttack,2352,2024-01-04,No,No,160457.98
Corporate,Bangalore,4927,2024-06-02,No,Yes,398280.52
Corporate,Pune,4585,2025-07-05,Yes,Yes,355296.67
Birthday,Mumbai,922,2024-09-18,Yes,No,105537.55
Meetup,Delhi,1440,2025-03-01,No,No,118352.66
Meetup,Bangalore,931,2024-11-08,Yes,No,97228.58
Meetup,Cuttack,4917,2024-01-09,Yes,No,278522.67
Corporate,Ahmedabad,4033,2025-08-16,No,No,263965.36
Marriage,Kolkata,3487,2024-04-23,No,Yes,274170.17
Marriage,Bangalore,4120,2025-01-08,No,No,340498.83
Birthday,Kolkata,4346,2024-05-19,Yes,Yes,310571.58
Marriage,Ahmedabad,2747,2025-11-10,No,Yes,215257.24
Birthday,Bhubaneswar,1493,2025-03-14,No,Yes,116862.08
Birthday,Bangalore,3356,2025-01-26,No,No,256839.55
Birthday,Hyderabad,370,2025-09-22,Yes,No,61783.03
Birthday,Cuttack,3724,2025-06-01,No,Yes,219851.06
Corporate,Bangalore,2064,2025-07-18,No,Yes,198640.54
Corporate,Cuttack,4751,2025-12-12,Yes,No,293850.07
Corporate,Delhi,2112,2024-10-30,Yes,No,205809.51
Corporate,Bangalore,751,2025-09-07,Yes,Yes,121722.93
Birthday,Delhi,4558,2025-01-29,No,Yes,353743.58
Corporate,Ahmedabad,1942,2025-11-05,Yes,Yes,175417.79
Corporate,Bangalore,4528,2025-08-18,Yes,Yes,386461.6
Birthday,Bangalore,768,2025-01-19,Yes,Yes,103351.57
Marriage,Kolkata,4693,2025-02-19,Yes,Yes,360894.38
Marriage,Hyderabad,1894,2025-11-28,Yes,No,189321.52
Corporate,Ahmedabad,3701,2024-09-12,No,No,245906.66
Marriage,Bhubaneswar,964,2024-12-07,No,Yes,116534.67
Birthday,Mumbai,1774,2024-02-21,Yes,Yes,181543.08
Birthday,Ahmedabad,3516,2024-09-12,No,Yes,227762.33
Marriage,Mumbai,3667,2025-10-24,Yes,No,342848.88
Corporate,Ahmedabad,2512,2025-07-22,Yes,Yes,208072.65
Marriage,Hyderabad,2652,2025-06-26,No,No,223922.15
Meetup,Pune,3862,2024-05-16,No,Yes,270406.12
Meetup,Ahmedabad,1124,2025-07-26,No,No,78912.34
Birthday,Cuttack,3905,2024-09-06,Yes,No,232356.85
Meetup,Hyderabad,969,2025-05-11,No,No,79885.26
Meetup,Hyderabad,1762,2025-11-27,No,Yes,142579.62
Meetup,Hyderabad,1238,2025-03-30,Yes,Yes,124901.91
Birthday,Hyderabad,3099,2024-02-08,No,No,224287.85
Marriage,Bhubaneswar,2409,2025-04-24,Yes,Yes,211256.27
Meetup,Mumbai,2778,2024-03-26,No,No,224564.97
Marriage,Kolkata,4201,2025-01-03,No,No,304532.62
Corporate,Pune,3661,2024-01-27,Yes,Yes,297551.78
Birthday,Mumbai,4626,2024-01-03,No,Yes,381181.23
Marriage,Delhi,2836,2025-09-14,No,Yes,262172.23
Corporate,Cuttack,4473,2025-05-28,Yes,Yes,292908.88
Meetup,Chennai,3452,2025-07-01,Yes,No,238404.72
Meetup,Cuttack,4017,2024-09-26,No,Yes,230599.34
Corporate,Hyderabad,1369,2025-11-17,No,Yes,142138.08
Birthday,Chennai,3429,2024-05-02,No,Yes,239037.13
Meetup,Hyderabad,4637,2025-05-17,No,Yes,330945.22
Birthday,Bhubaneswar,4358,2025-11-30,No,Yes,273156.3
Marriage,Delhi,2163,2025-05-04,Yes,No,218582.36
Birthday,Bhubaneswar,3520,2025-02-03,Yes,No,229823.2
Meetup,Hyderabad,3461,2025-02-06,Yes,No,256773.5
Meetup,Bhubaneswar,2320,2025-08-04,No,Yes,156217.82
Meetup,Bangalore,213,2025-03-08,Yes,No,46628.87
Marriage,Chennai,3337,2024-09-07,Yes,No,267292.8
Meetup,Cuttack,1212,2024-11-21,No,Yes,90180.62
Corporate,Ahmedabad,1059,2025-01-10,No,Yes,112738.41
Marriage,Hyderabad,4670,2024-09-09,No,No,355929.41
Birthday,Bangalore,4089,2024-11-10,No,No,308072.74
Marriage,Bangalore,3329,2024-02-17,Yes,Yes,312931.26
Meetup,Chennai,3128,2025-06-20,No,Yes,215956.65
Birthday,Pune,3019,2025-01-11,No,No,211476.79
Marriage,Mumbai,1809,2024-10-01,Yes,No,203618.98
Marriage,Pune,2112,2024-06-21,No,Yes,196005.42
Meetup,Cuttack,812,2024-05-26,Yes,No,72914.96
Birthday,Pune,175,2025-08-18,No,Yes,44784.88
Meetup,Bangalore,3513,2025-12-11,Yes,No,278076.45
Meetup,Cuttack,1411,2024-12-27,Yes,No,102684.15
Corporate,Pune,4684,2025-07-06,Yes,Yes,362382.84
Meetup,Delhi,1828,2025-06-23,No,Yes,156393.17
Meetup,Mumbai,4453,2024-06-04,Yes,No,365683.14
Birthday,Ahmedabad,2575,2024-04-30,Yes,Yes,191258.89
Corporate,Kolkata,1246,2025-03-09,Yes,No,132226.89
Meetup,Mumbai,2429,2025-04-02,Yes,Yes,226336.13
Marriage,Hyderabad,1358,2025-04-19,No,No,140926.35
Birthday,Ahmedabad,3576,2024-07-17,Yes,Yes,246212.93
Birthday,Hyderabad,425,2025-07-28,Yes,Yes,76469.0
Marriage,Chennai,809,2024-04-20,Yes,No,116405.95
Marriage,Kolkata,610,2024-12-03,No,Yes,101521.04
Corporate,Delhi,4631,2025-02-17,No,Yes,379090.69
Corporate,Mumbai,4834,2024-04-28,No,Yes,416843.16
Birthday,Delhi,1592,2025-07-05,Yes,No,148427.78
Birthday,Ahmedabad,4397,2024-04-29,Yes,No,279833.61
Meetup,Chennai,4469,2025-09-22,Yes,No,299886.73
Birthday,Ahmedabad,4185,2024-12-19,Yes,No,266855.17
Birthday,Bhubaneswar,1607,2024-05-05,No,Yes,122729.82
Meetup,Ahmedabad,3358,2024-03-25,Yes,No,217116.38
Meetup,Bhubaneswar,863,2025-07-09,Yes,No,79047.77
Birthday,Pune,3908,2024-10-07,Yes,Yes,294009.2
Meetup,Hyderabad,835,2024-11-02,No,Yes,82909.79
Marriage,Cuttack,2533,2024-01-08,Yes,Yes,205320.79
Meetup,Delhi,3803,2024-09-24,No,No,282399.36
Meetup,Cuttack,4516,2024-05-24,Yes,Yes,269704.8
Meetup,Kolkata,137,2024-04-17,No,No,26148.87
Meetup,Pune,4631,2024-08-10,Yes,No,321682.0
Marriage,Cuttack,4009,2024-08-08,Yes,No,267740.29
Corporate,Ahmedabad,1641,2025-03-16,No,No,131986.24
Birthday,Ahmedabad,3442,2025-04-01,No,Yes,223145.93
Corporate,Chennai,865,2024-01-29,No,No,93049.87
Marriage,Hyderabad,4911,2024-12-05,Yes,Yes,398058.18
Birthday,Pune,1626,2025-11-02,Yes,Yes,150037.47
Marriage,Delhi,4882,2025-09-14,Yes,Yes,420505.89
Birthday,Cuttack,485,2025-12-06,No,Yes,58503.21
Marriage,Pune,870,2024-08-21,Yes,Yes,134349.84
Birthday,Chennai,1476,2024-04-26,No,Yes,122352.93
Birthday,Mumbai,3054,2025-12-31,No,No,250257.65
Meetup,Delhi,4289,2024-01-01,Yes,Yes,344159.31
